sport,role,gender,age,weight_kg,height_cm,training_intensity,session_duration_min,training_days_per_week,is_match_day,is_recovery_day,fatigue_score,goal,diet_type,sport_enc,gender_enc,goal_enc,diet_enc,calories_kcal,protein_g,carbs_g,fat_g,needs_iron,needs_calcium,needs_vitd
Badminton,Singles player,female,19,45.0,174,4,49,4,0,0,3,maintain,non-veg,5,1,0,1,2027,81.6,325.9,44.1,1,1,1
Kabaddi,All-rounder,male,19,76.1,169,6,102,2,0,0,6,maintain,veg,2,0,0,0,3011,140.9,469.4,63.3,0,1,0
Wrestling,Freestyle wrestler,female,16,51.7,176,7,43,6,0,0,5,maintain,non-veg,4,1,0,1,2386,111.2,368.3,52.0,1,1,1
Badminton,Singles player,male,19,69.5,169,3,155,3,0,0,5,cut,veg,5,0,2,0,2603,116.8,431.0,45.8,0,1,1
Cricket,Fast bowler,male,21,59.8,176,5,124,6,0,1,5,maintain,veg,0,0,0,0,2457,131.3,335.6,65.5,0,0,0
Kabaddi,Raider,male,22,65.6,172,8,109,5,0,0,6,bulk,non-veg,2,0,1,1,3146,157.2,406.0,99.2,0,0,0
Football,Midfielder,female,19,61.2,153,8,30,4,0,0,5,maintain,veg,1,1,0,0,3030,127.9,514.9,51.0,1,1,0
Athletics,Hurdler,female,17,54.3,167,6,30,3,0,0,6,bulk,non-veg,3,1,1,1,2977,90.4,528.3,55.8,1,1,0
Football,Defender,male,26,64.6,189,6,61,4,0,0,8,maintain,non-veg,1,0,0,1,2808,134.6,396.5,76.0,0,0,0
Kabaddi,Raider,male,15,58.4,159,5,80,4,1,0,5,maintain,non-veg,2,0,0,1,2972,141.6,465.8,60.3,0,1,0
Wrestling,Freestyle wrestler,male,15,71.9,184,7,56,3,0,0,7,bulk,non-veg,4,0,1,1,3359,139.3,433.5,118.6,1,1,1
Kabaddi,Defender,male,22,54.9,172,3,117,5,0,0,6,bulk,non-veg,2,0,1,1,2836,118.2,465.7,55.6,0,0,0
Cricket,Spin bowler,female,18,59.0,164,4,75,5,0,0,5,maintain,veg,0,1,0,0,2231,107.9,344.0,47.0,1,1,0
Football,Defender,female,23,45.0,171,8,47,3,1,0,6,maintain,veg,1,1,0,0,2511,92.0,363.4,76.6,1,0,0
Cricket,Spin bowler,male,22,70.2,172,3,139,4,0,0,4,cut,non-veg,0,0,2,1,2271,112.2,351.9,46.1,0,0,0
Badminton,Singles player,male,21,71.3,173,6,56,5,0,0,5,cut,non-veg,5,0,2,1,2774,116.8,454.5,54.3,0,0,1
Football,Goalkeeper,male,14,76.2,177,7,99,2,0,1,2,maintain,non-veg,1,0,0,1,3528,126.2,607.5,65.9,0,1,0
Kabaddi,Raider,male,20,71.7,172,6,70,6,0,0,4,cut,veg,2,0,2,0,3139,164.9,497.4,54.4,0,0,0
Wrestling,Greco-Roman wrestler,male,19,66.1,163,7,70,4,0,0,1,maintain,non-veg,4,0,0,1,2703,123.6,396.9,69.0,0,1,1
Kabaddi,Defender,male,14,67.4,163,7,91,5,0,0,3,bulk,non-veg,2,0,1,1,3067,155.8,439.0,76.4,0,1,0
Athletics,Thrower,male,20,65.4,166,3,55,5,0,0,5,maintain,non-veg,3,0,0,1,3455,107.0,641.2,51.4,0,0,0
Football,Defender,male,19,81.5,174,3,30,4,0,0,3,maintain,veg,1,0,0,0,3714,148.8,648.4,58.4,0,1,0
Cricket,Spin bowler,male,23,75.2,157,8,92,5,0,0,2,maintain,veg,0,0,0,0,2990,122.0,483.5,63.1,0,0,0
Football,Winger,male,23,87.8,173,7,44,7,0,0,2,cut,non-veg,1,0,2,1,3644,175.9,595.3,62.1,0,0,0
Badminton,Singles player,male,24,55.3,179,8,61,6,0,0,5,maintain,non-veg,5,0,0,1,2724,85.0,433.8,72.1,0,0,1
Wrestling,Freestyle wrestler,male,16,70.6,173,5,114,4,1,0,5,maintain,veg,4,0,0,0,3061,188.5,412.1,73.2,0,1,1
Badminton,Singles player,male,16,76.1,170,6,80,5,0,0,4,cut,veg,5,0,2,0,3213,119.3,557.3,56.3,0,1,1
Athletics,Hurdler,female,16,50.8,152,2,106,6,1,0,4,bulk,veg,3,1,1,0,2456,92.2,404.9,51.9,1,1,0
Cricket,Wicket-keeper,female,25,45.0,169,4,87,4,0,0,5,bulk,non-veg,0,1,1,1,2191,89.7,252.2,91.5,1,0,0
Kabaddi,Raider,male,22,51.9,165,5,63,4,0,0,4,bulk,non-veg,2,0,1,1,2612,99.2,404.0,66.6,0,0,0
Kabaddi,All-rounder,male,14,87.3,167,3,37,6,0,1,4,maintain,veg,2,0,0,0,3529,175.7,577.4,57.4,0,1,0
Wrestling,Freestyle wrestler,female,24,59.3,168,7,88,4,1,0,5,bulk,non-veg,4,1,1,1,3411,158.5,549.2,64.5,1,1,1
Kabaddi,All-rounder,male,28,85.9,165,10,68,5,0,0,2,maintain,veg,2,0,0,0,3692,152.9,603.3,74.1,0,0,0
Badminton,Singles player,male,24,79.9,182,8,44,6,0,0,4,maintain,non-veg,5,0,0,1,3733,136.4,637.6,70.8,0,0,1
Athletics,Jumper,male,19,61.2,164,5,125,3,0,0,6,maintain,non-veg,3,0,0,1,3314,116.6,588.2,55.0,0,1,0
Wrestling,Freestyle wrestler,female,23,58.5,167,3,54,4,0,0,5,bulk,veg,4,1,1,0,2348,145.1,328.8,50.3,1,1,1
Cricket,All-rounder,female,27,58.5,175,7,76,6,0,0,2,bulk,non-veg,0,1,1,1,2651,111.3,368.9,81.1,1,0,0
Wrestling,Greco-Roman wrestler,male,14,87.5,166,8,129,4,0,0,7,maintain,non-veg,4,0,0,1,3659,224.9,528.3,71.8,1,1,1
Cricket,Batsman,male,28,79.0,157,6,42,5,1,0,1,bulk,non-veg,0,0,1,1,3313,138.3,497.4,85.6,0,0,0
Athletics,Jumper,male,23,80.7,174,7,85,7,0,0,3,maintain,veg,3,0,0,0,3521,156.6,571.9,67.4,0,0,0
Athletics,Hurdler,male,21,57.5,165,5,100,2,0,1,7,bulk,non-veg,3,0,1,1,2610,114.4,362.7,78.0,1,0,0
Athletics,Thrower,male,18,67.8,180,6,89,4,1,0,5,cut,non-veg,3,0,2,1,2807,138.7,419.2,63.9,0,1,0
Athletics,Thrower,male,19,65.3,191,6,52,5,1,0,6,bulk,veg,3,0,1,0,3524,156.2,528.4,87.3,0,1,0
Football,Defender,male,21,51.0,177,3,146,3,1,0,7,cut,non-veg,1,0,2,1,3040,105.3,543.3,49.5,0,0,0
Cricket,All-rounder,female,17,60.2,158,7,65,3,0,0,8,maintain,non-veg,0,1,0,1,2437,99.8,395.2,50.8,1,1,0
Kabaddi,Defender,male,19,73.1,167,8,123,7,1,0,4,maintain,non-veg,2,0,0,1,3351,184.6,456.9,87.2,0,1,0
Football,Midfielder,male,20,56.8,169,6,77,7,0,0,6,maintain,non-veg,1,0,0,1,2972,118.0,498.8,56.1,0,0,0
Cricket,Batsman,female,19,49.3,155,4,36,3,0,0,2,maintain,non-veg,0,1,0,1,2049,92.1,326.8,41.5,1,1,0
Athletics,Long-distance runner,male,20,82.6,167,6,112,3,0,0,10,maintain,veg,3,0,0,0,3972,173.4,673.2,65.1,1,0,0
Badminton,Doubles player,male,20,77.1,172,6,44,4,0,0,6,bulk,veg,5,0,1,0,3189,121.6,515.3,71.3,0,0,1
Football,Goalkeeper,female,24,72.4,167,5,121,7,1,0,7,bulk,veg,1,1,1,0,3655,139.5,625.3,66.2,1,0,1
Kabaddi,Defender,female,20,65.9,155,8,96,5,0,0,6,maintain,non-veg,2,1,0,1,3007,129.8,502.2,53.2,1,0,0
Wrestling,Greco-Roman wrestler,male,19,76.4,165,2,67,4,0,0,1,cut,non-veg,4,0,2,1,3450,175.0,587.9,44.3,0,1,1
Athletics,Sprinter,male,24,69.0,175,4,127,5,0,0,6,bulk,veg,3,0,1,0,3780,143.2,657.6,64.1,0,0,0
Kabaddi,Raider,male,19,72.8,173,5,108,5,0,0,5,maintain,non-veg,2,0,0,1,3109,165.4,474.4,61.1,0,1,0
Badminton,Singles player,male,17,53.6,172,6,58,5,1,0,3,maintain,veg,5,0,0,0,2829,91.0,427.5,83.9,0,1,1
Badminton,Doubles player,male,18,68.8,180,6,70,5,0,0,6,maintain,non-veg,5,0,0,1,3033,120.6,495.1,63.4,0,1,1
Cricket,All-rounder,male,22,73.7,179,3,44,5,0,0,5,bulk,non-veg,0,0,1,1,2839,135.9,373.6,89.0,0,0,0
Wrestling,Freestyle wrestler,male,17,76.3,158,4,75,3,0,0,3,cut,non-veg,4,0,2,1,3237,150.4,546.9,49.8,0,1,1
Badminton,Doubles player,male,23,74.8,174,10,102,4,0,0,3,bulk,veg,5,0,1,0,3579,127.3,563.3,90.7,0,0,1
Wrestling,Greco-Roman wrestler,female,22,73.1,152,8,91,5,0,0,5,maintain,non-veg,4,1,0,1,3236,132.0,553.7,54.8,1,1,1
Kabaddi,Defender,male,29,78.0,180,5,71,4,0,0,4,cut,veg,2,0,2,0,3800,169.8,656.5,55.0,0,0,0
Football,Midfielder,male,17,66.2,172,6,89,4,0,0,3,cut,non-veg,1,0,2,1,3164,130.2,541.6,53.0,0,1,0
Wrestling,Freestyle wrestler,male,21,75.6,171,4,67,3,1,0,6,cut,veg,4,0,2,0,3029,152.4,472.5,58.8,0,0,1
Football,Striker,male,14,65.0,175,5,142,5,1,0,4,maintain,veg,1,0,0,0,3004,121.1,429.1,89.2,0,1,0
Athletics,Hurdler,male,14,65.8,167,6,91,4,1,0,5,cut,veg,3,0,2,0,4015,124.6,746.0,59.2,0,1,0
Kabaddi,Raider,female,20,65.8,166,7,120,5,0,0,6,maintain,veg,2,1,0,0,2796,133.7,443.3,54.2,1,0,0
Badminton,Singles player,male,16,74.2,178,3,111,6,0,0,6,maintain,veg,5,0,0,0,2913,136.5,462.8,57.3,0,1,1
Cricket,Wicket-keeper,male,22,64.7,189,2,83,4,0,0,7,bulk,veg,0,0,1,0,2670,101.5,428.7,61.0,0,0,0
Athletics,Thrower,male,24,75.2,174,7,86,4,0,0,7,maintain,non-veg,3,0,0,1,4161,163.3,730.4,65.1,1,0,0
Wrestling,Freestyle wrestler,male,21,80.7,169,4,98,4,0,0,4,cut,veg,4,0,2,0,3476,146.7,603.1,53.0,0,0,1
Kabaddi,All-rounder,male,14,76.5,168,7,122,5,0,0,1,maintain,veg,2,0,0,0,3451,162.5,551.5,66.1,0,1,0
Wrestling,Freestyle wrestler,male,21,94.2,161,6,76,5,0,0,5,maintain,non-veg,4,0,0,1,3942,179.9,653.0,67.8,0,0,1
Cricket,Fast bowler,male,23,68.1,168,5,64,5,1,0,5,bulk,veg,0,0,1,0,3233,124.1,524.0,71.2,0,0,0
Wrestling,Greco-Roman wrestler,male,21,81.2,176,6,109,5,0,0,1,cut,non-veg,4,0,2,1,3240,183.2,494.6,58.7,0,0,1
Wrestling,Freestyle wrestler,male,24,64.5,165,6,96,7,1,0,3,maintain,non-veg,4,0,0,1,3372,179.1,519.8,64.0,0,0,1
Cricket,All-rounder,male,22,74.3,173,2,94,5,0,0,5,maintain,veg,0,0,0,0,2637,120.0,421.1,52.5,0,0,0
Wrestling,Freestyle wrestler,female,20,61.8,168,4,83,5,0,0,6,maintain,veg,4,1,0,0,2866,152.2,455.1,48.5,1,1,1
Wrestling,Greco-Roman wrestler,male,15,87.2,173,7,67,4,0,0,3,bulk,non-veg,4,0,1,1,3542,193.8,516.6,77.8,0,1,1
Cricket,Spin bowler,female,17,57.3,170,3,97,3,0,0,1,cut,non-veg,0,1,2,1,2131,92.3,357.1,37.0,1,1,0
Wrestling,Freestyle wrestler,male,20,74.0,178,7,118,6,0,0,6,bulk,veg,4,0,1,0,3520,172.9,542.6,73.1,0,0,1
Athletics,Sprinter,male,21,61.7,162,6,54,5,0,0,4,maintain,veg,3,0,0,0,3251,111.1,575.4,56.1,0,0,0
Kabaddi,All-rounder,female,26,66.9,163,2,125,7,0,0,5,maintain,non-veg,2,1,0,1,3132,146.2,540.6,42.7,1,0,0
Athletics,Jumper,male,20,62.8,160,4,139,6,0,0,3,bulk,non-veg,3,0,1,1,3005,124.7,492.7,59.5,0,0,0
Athletics,Long-distance runner,male,15,60.8,168,3,73,4,0,0,2,maintain,non-veg,3,0,0,1,2469,112.1,389.9,51.2,0,1,0
Football,Striker,female,19,48.8,161,6,132,4,0,1,8,cut,non-veg,1,1,2,1,2041,90.9,339.7,35.4,1,1,0
Kabaddi,Raider,male,26,65.8,175,7,100,3,1,0,3,bulk,non-veg,2,0,1,1,3796,129.8,650.1,75.1,0,0,0
Athletics,Thrower,male,26,52.3,180,6,75,5,0,1,6,bulk,veg,3,0,1,0,2845,107.5,468.1,60.3,0,0,0
Athletics,Thrower,male,16,68.6,184,8,117,5,0,0,4,cut,non-veg,3,0,2,1,3849,152.4,673.2,60.7,0,1,0
Football,Striker,male,14,68.7,166,3,68,7,1,0,5,maintain,veg,1,0,0,0,3937,150.4,693.8,62.3,0,1,0
Athletics,Sprinter,male,14,86.9,177,2,114,5,0,0,6,maintain,non-veg,3,0,0,1,3611,148.3,623.0,58.4,0,1,0
Badminton,Doubles player,female,19,45.0,164,5,30,5,0,0,7,cut,non-veg,5,1,2,1,1842,74.9,305.5,35.6,1,1,1
Kabaddi,Defender,male,17,71.5,168,3,52,3,0,0,9,cut,non-veg,2,0,2,1,3181,133.2,557.5,46.5,0,1,0
Wrestling,Greco-Roman wrestler,male,20,47.1,184,4,111,5,0,0,6,maintain,veg,4,0,0,0,2365,115.6,329.9,64.8,0,0,1
Athletics,Thrower,male,18,83.6,167,6,108,3,0,0,10,cut,veg,3,0,2,0,3924,182.3,668.3,58.0,1,1,0
Badminton,Singles player,female,28,66.5,162,2,47,5,0,0,4,maintain,veg,5,1,0,0,2792,106.9,496.5,42.1,1,0,1
Football,Goalkeeper,male,23,58.9,164,6,65,4,1,0,6,maintain,veg,1,0,0,0,2831,139.6,429.0,61.8,0,0,0
Wrestling,Freestyle wrestler,female,24,77.7,156,9,73,3,0,0,5,bulk,non-veg,4,1,1,1,3142,180.6,457.5,65.5,1,1,1
Athletics,Thrower,male,17,53.1,165,4,105,6,0,0,2,bulk,non-veg,3,0,1,1,2598,93.6,387.5,74.8,0,1,0
Kabaddi,All-rounder,male,22,76.0,167,5,30,6,0,0,6,cut,non-veg,2,0,2,1,3454,142.5,602.7,52.6,0,0,0
Cricket,Wicket-keeper,female,18,81.1,156,7,106,5,0,0,5,maintain,non-veg,0,1,0,1,3106,137.0,509.1,58.0,1,1,0
Athletics,Thrower,male,19,78.2,177,7,123,4,1,0,1,maintain,non-veg,3,0,0,1,3692,170.1,583.6,75.3,0,1,0
Kabaddi,All-rounder,male,15,63.5,172,7,113,2,0,0,3,maintain,veg,2,0,0,0,2873,138.9,439.9,62.0,0,1,0
Athletics,Thrower,female,16,61.8,159,0,75,3,0,0,9,bulk,non-veg,3,1,1,1,3291,133.2,592.4,43.2,1,1,0
Wrestling,Greco-Roman wrestler,male,18,62.6,157,6,99,4,1,0,3,cut,non-veg,4,0,2,1,3031,141.5,492.9,54.8,0,1,1
Athletics,Jumper,male,20,66.6,175,5,70,4,0,1,3,cut,non-veg,3,0,2,1,3066,125.1,530.7,49.2,0,0,0
Kabaddi,Defender,male,18,67.5,167,8,30,4,0,1,6,maintain,veg,2,0,0,0,2759,147.4,360.3,80.9,0,1,0
Kabaddi,Defender,female,18,67.1,162,4,103,4,0,0,6,bulk,non-veg,2,1,1,1,3356,154.0,558.9,56.0,1,1,0
Badminton,Doubles player,male,20,50.6,189,5,112,4,0,0,8,maintain,non-veg,5,0,0,1,2548,86.1,366.1,82.1,0,0,1
Athletics,Jumper,male,23,70.9,170,5,58,5,0,0,3,maintain,veg,3,0,0,0,3427,144.9,578.9,59.1,0,0,0
Kabaddi,All-rounder,male,19,75.6,186,8,124,4,1,0,8,bulk,non-veg,2,0,1,1,4518,179.0,754.3,87.2,0,1,0
Cricket,Batsman,male,21,90.3,172,4,30,5,0,0,1,bulk,veg,0,0,1,0,3499,180.3,533.8,71.4,0,0,0
Badminton,Doubles player,male,23,74.7,180,5,30,6,1,0,7,cut,veg,5,0,2,0,3155,153.6,495.5,62.1,0,0,1
Badminton,Doubles player,male,17,58.1,169,6,91,6,0,1,8,cut,veg,5,0,2,0,2367,104.1,381.6,47.1,0,1,1
Athletics,Jumper,male,22,70.9,176,7,62,5,0,0,5,cut,veg,3,0,2,0,3169,134.8,530.0,56.6,0,0,0
Badminton,Singles player,male,19,71.0,168,3,63,5,0,0,8,bulk,non-veg,5,0,1,1,3128,114.2,531.6,60.5,0,1,1
Kabaddi,Raider,male,17,63.4,176,7,87,4,0,0,7,maintain,non-veg,2,0,0,1,2859,113.3,460.8,62.5,0,1,0
Athletics,Sprinter,female,14,57.5,159,5,66,3,1,0,1,bulk,veg,3,1,1,0,3428,115.0,606.0,60.5,1,1,0
Cricket,Batsman,female,25,49.4,153,2,108,5,1,0,5,maintain,veg,0,1,0,0,2590,107.3,442.6,43.4,1,0,0
Badminton,Singles player,male,18,45.0,161,7,150,6,0,0,5,bulk,non-veg,5,0,1,1,2632,75.8,319.5,116.7,0,1,1
Kabaddi,Raider,male,14,47.0,181,5,95,2,0,1,5,bulk,non-veg,2,0,1,1,2658,91.3,398.6,77.6,0,1,0
Kabaddi,Raider,male,18,57.6,166,8,97,5,1,0,3,maintain,non-veg,2,0,0,1,3054,148.5,366.6,110.4,0,1,0
Athletics,Hurdler,male,19,76.7,175,5,90,3,0,0,4,maintain,veg,3,0,0,0,3904,155.5,678.8,63.0,0,1,0
Wrestling,Greco-Roman wrestler,male,20,69.8,165,9,110,5,0,0,3,bulk,non-veg,4,0,1,1,3351,168.8,507.0,72.0,0,0,1
Badminton,Singles player,male,20,58.4,175,7,67,6,0,0,3,maintain,non-veg,5,0,0,1,2691,101.6,339.4,103.0,0,0,1
Badminton,Doubles player,male,19,73.6,180,6,101,4,0,0,3,bulk,non-veg,5,0,1,1,3361,139.0,540.2,71.6,0,1,1
Athletics,Hurdler,female,22,62.1,152,6,50,3,0,0,6,maintain,veg,3,1,0,0,2548,110.8,419.0,47.7,1,0,0
Athletics,Long-distance runner,male,20,73.0,176,6,55,4,0,0,9,bulk,non-veg,3,0,1,1,3705,137.8,630.2,70.3,1,0,0
Athletics,Thrower,male,27,61.1,158,4,67,2,1,0,6,cut,veg,3,0,2,0,2485,126.6,383.5,49.4,0,0,0
Football,Goalkeeper,male,21,64.8,165,4,120,2,1,0,8,maintain,veg,1,0,0,0,3568,130.6,623.7,61.2,0,0,0
Badminton,Singles player,male,16,70.7,175,3,74,6,0,0,3,maintain,veg,5,0,0,0,3073,129.1,514.1,55.6,0,1,1
Football,Defender,male,25,62.6,177,7,105,4,0,0,5,bulk,non-veg,1,0,1,1,3041,100.9,419.9,106.4,0,0,0
Badminton,Singles player,male,17,64.7,162,7,105,4,0,0,5,maintain,veg,5,0,0,0,2685,97.7,428.4,64.5,0,1,1
Kabaddi,All-rounder,male,21,52.2,178,3,83,3,0,0,6,bulk,veg,2,0,1,0,2525,93.0,321.6,96.3,0,0,0
Badminton,Doubles player,female,22,45.0,160,3,120,5,0,0,6,maintain,non-veg,5,1,0,1,1710,75.3,260.4,40.8,1,0,1
Kabaddi,All-rounder,male,15,58.7,176,5,57,3,1,0,6,maintain,non-veg,2,0,0,1,2927,110.1,476.8,64.4,0,1,0
Kabaddi,All-rounder,male,14,64.0,171,4,110,6,0,1,4,maintain,non-veg,2,0,0,1,2520,140.5,367.0,54.4,0,1,0
Badminton,Singles player,male,20,46.4,169,8,77,4,1,0,9,bulk,non-veg,5,0,1,1,3158,96.9,370.4,143.2,0,0,1
Cricket,All-rounder,male,16,84.4,176,6,74,3,1,0,4,bulk,non-veg,0,0,1,1,3721,163.1,559.2,92.4,0,1,0
Wrestling,Greco-Roman wrestler,male,18,73.4,183,4,63,1,0,0,4,maintain,non-veg,4,0,0,1,3293,160.4,523.9,61.8,0,1,1
Kabaddi,Defender,female,20,45.0,163,2,110,5,0,0,5,bulk,non-veg,2,1,1,1,2103,81.2,346.5,43.6,1,0,0
Badminton,Singles player,female,22,45.0,163,5,72,5,0,0,4,maintain,veg,5,1,0,0,1917,77.9,299.6,45.2,1,0,1
Football,Defender,male,22,69.9,170,5,125,4,0,0,8,maintain,non-veg,1,0,0,1,3383,129.8,583.4,58.9,0,0,0
Athletics,Hurdler,male,22,78.6,169,6,139,3,0,0,5,cut,veg,3,0,2,0,3603,156.7,618.2,55.9,0,0,0
Athletics,Thrower,male,14,82.6,180,9,42,3,0,0,1,cut,non-veg,3,0,2,1,4024,182.4,671.2,67.7,0,1,0
Football,Defender,male,18,66.1,167,6,104,5,1,0,4,maintain,veg,1,0,0,0,3169,165.2,477.8,66.3,0,1,0
Badminton,Singles player,female,19,56.1,165,1,104,5,0,0,3,bulk,non-veg,5,1,1,1,2347,100.6,384.2,45.3,1,1,1
Badminton,Singles player,male,20,69.8,162,5,51,4,1,0,7,maintain,non-veg,5,0,0,1,2900,137.4,442.6,64.4,0,0,1
Badminton,Doubles player,female,19,75.1,169,5,111,4,1,0,8,bulk,non-veg,5,1,1,1,3875,144.4,670.1,68.6,1,1,1
Football,Goalkeeper,male,21,77.4,179,6,122,4,0,0,1,cut,non-veg,1,0,2,1,3252,138.6,543.8,58.0,0,0,0
Kabaddi,Defender,male,20,75.2,175,3,66,5,0,0,4,cut,veg,2,0,2,0,3125,131.1,540.7,48.6,0,0,0
Football,Midfielder,female,22,67.3,154,6,95,4,0,0,6,bulk,non-veg,1,1,1,1,3062,131.6,506.3,56.7,1,0,0
Badminton,Doubles player,female,25,67.2,166,4,88,5,0,0,6,maintain,veg,5,1,0,0,2719,124.5,445.0,49.0,1,0,1
Athletics,Thrower,female,28,66.9,164,6,103,4,0,0,5,cut,veg,3,1,2,0,2957,129.8,512.1,43.3,1,0,0
Athletics,Sprinter,female,16,56.9,155,7,125,6,0,0,5,bulk,non-veg,3,1,1,1,2505,104.0,354.3,74.6,1,1,0
Kabaddi,Defender,male,24,56.3,180,9,79,2,0,0,3,cut,non-veg,2,0,2,1,2794,100.1,474.5,55.1,0,0,0
Athletics,Sprinter,female,15,60.0,165,1,74,5,0,0,2,bulk,veg,3,1,1,0,2617,97.5,451.1,47.0,1,1,0
Athletics,Long-distance runner,male,20,59.4,173,4,38,5,1,0,2,maintain,veg,3,0,0,0,3144,106.4,541.7,61.3,0,0,0
Wrestling,Freestyle wrestler,male,18,65.7,177,5,114,5,0,0,6,maintain,non-veg,4,0,0,1,2685,137.5,391.2,63.4,0,1,1
Badminton,Singles player,female,25,75.6,159,0,83,5,0,0,1,bulk,non-veg,5,1,1,1,3301,139.8,582.7,45.7,1,0,1
Kabaddi,Defender,male,21,65.7,162,3,61,6,1,0,7,bulk,veg,2,0,1,0,3471,139.4,580.3,65.8,0,0,1
Badminton,Doubles player,female,16,70.4,166,5,117,4,0,0,3,maintain,non-veg,5,1,0,1,2676,106.0,442.8,53.4,1,1,1
Football,Goalkeeper,female,22,69.1,166,7,110,6,0,0,2,cut,non-veg,1,1,2,1,3158,124.7,558.4,47.3,1,0,0
Football,Striker,female,21,55.7,163,9,55,5,1,0,4,cut,non-veg,1,1,2,1,2424,99.2,392.3,50.9,1,0,0
Badminton,Singles player,female,17,54.6,171,3,68,4,0,0,6,cut,veg,5,1,2,0,2159,96.5,361.6,36.3,1,1,1
Badminton,Singles player,male,23,70.7,177,5,81,6,0,0,6,bulk,non-veg,5,0,1,1,3025,114.0,421.4,98.2,0,0,1
Football,Striker,female,20,51.7,153,8,73,5,1,0,3,maintain,non-veg,1,1,0,1,3032,110.1,525.2,54.5,1,0,0
Cricket,All-rounder,male,25,65.4,173,9,86,5,0,0,6,cut,non-veg,0,0,2,1,2676,117.4,423.9,56.8,0,0,0
Badminton,Doubles player,male,17,64.9,165,8,82,4,0,0,4,bulk,veg,5,0,1,0,3100,99.9,404.1,120.5,0,1,1
Kabaddi,Defender,female,19,50.9,162,3,94,4,1,0,4,maintain,non-veg,2,1,0,1,2566,121.4,411.5,48.3,1,1,0
Football,Winger,male,18,59.9,166,8,40,4,1,0,5,cut,non-veg,1,0,2,1,3302,131.3,556.6,61.1,0,1,0
Football,Goalkeeper,male,22,59.1,172,3,102,7,0,0,2,bulk,veg,1,0,1,0,2563,122.3,381.0,61.1,0,0,0
Kabaddi,Raider,male,18,66.8,169,5,124,4,0,1,1,cut,veg,2,0,2,0,3083,135.1,526.9,48.3,0,1,0
Badminton,Doubles player,male,16,63.2,173,7,129,4,0,0,4,maintain,non-veg,5,0,0,1,2785,111.3,427.2,70.1,0,1,1
Badminton,Doubles player,male,19,85.6,165,3,86,6,0,0,4,bulk,non-veg,5,0,1,1,3741,152.1,637.7,64.6,0,1,1
Badminton,Doubles player,male,17,60.1,166,7,41,6,0,0,6,bulk,veg,5,0,1,0,2949,100.5,388.9,110.2,0,1,1
Football,Goalkeeper,female,17,45.3,176,7,131,4,0,0,5,cut,non-veg,1,1,2,1,2370,97.2,401.8,41.6,1,1,0
Wrestling,Freestyle wrestler,male,22,58.9,165,6,101,3,0,0,5,bulk,non-veg,4,0,1,1,2801,112.1,325.7,116.6,0,0,1
Athletics,Jumper,male,14,81.3,169,4,55,3,0,0,6,cut,veg,3,0,2,0,3415,176.2,555.1,54.4,0,1,0
Football,Defender,male,25,85.5,178,4,95,2,0,0,6,maintain,veg,1,0,0,0,3930,137.6,701.8,63.6,0,0,0
Athletics,Long-distance runner,male,17,73.2,164,5,40,6,0,0,5,bulk,non-veg,3,0,1,1,2990,143.0,455.4,66.3,0,1,0
Kabaddi,Raider,male,20,63.6,178,5,161,4,0,0,5,cut,non-veg,2,0,2,1,2953,151.0,472.4,51.0,0,0,0
Kabaddi,All-rounder,male,20,60.2,164,7,135,3,0,0,6,maintain,non-veg,2,0,0,1,2604,102.6,416.8,58.5,0,0,0
Kabaddi,All-rounder,female,23,48.2,176,5,133,5,1,0,3,cut,non-veg,2,1,2,1,2340,98.9,385.1,44.9,1,0,0
Athletics,Long-distance runner,male,19,54.4,173,3,75,5,0,0,6,cut,non-veg,3,0,2,1,2525,102.3,435.1,41.7,0,1,0
Football,Winger,female,15,60.5,158,4,99,6,0,1,4,bulk,non-veg,1,1,1,1,2302,108.1,352.1,51.3,1,1,0
Cricket,Spin bowler,male,24,68.6,158,2,94,6,0,0,7,maintain,veg,0,0,0,0,2810,116.5,478.9,47.6,0,0,1
Kabaddi,Raider,male,27,71.3,175,1,152,4,0,0,3,maintain,non-veg,2,0,0,1,2913,165.2,454.2,48.4,0,0,0
Athletics,Sprinter,male,28,69.3,178,6,58,6,0,0,7,cut,non-veg,3,0,2,1,3278,133.7,565.4,53.5,1,0,1
Athletics,Thrower,male,22,66.2,166,2,157,4,0,0,7,bulk,veg,3,0,1,0,2923,118.2,488.0,55.4,1,0,0
Kabaddi,Raider,male,19,62.7,176,5,108,4,0,0,9,maintain,non-veg,2,0,0,1,2619,108.5,410.9,60.2,0,1,0
Badminton,Doubles player,male,20,48.2,168,6,145,6,0,0,3,bulk,veg,5,0,1,0,2671,81.9,339.3,109.6,0,0,1
Cricket,All-rounder,female,24,46.4,152,3,30,7,0,0,5,maintain,non-veg,0,1,0,1,1945,85.4,318.7,36.5,1,0,0
Football,Goalkeeper,male,16,74.2,180,5,63,5,0,0,6,cut,veg,1,0,2,0,3084,126.5,518.6,55.9,0,1,0
Badminton,Singles player,male,21,61.3,175,4,77,7,1,0,2,bulk,non-veg,5,0,1,1,3102,120.0,368.5,127.5,0,0,1
Kabaddi,Raider,male,15,73.2,176,7,64,6,1,0,6,maintain,non-veg,2,0,0,1,3321,145.8,517.1,74.4,0,1,0
Athletics,Thrower,male,24,62.5,173,6,57,6,0,0,5,maintain,non-veg,3,0,0,1,3123,116.3,533.2,58.3,0,0,0
